Gene,Transcript
TMEM255B,NM_182614.4
TMEM256,NM_152766.5
TMEM259,NM_001033026.2
TMEM26,NM_178505.8
TMEM260,NM_017799.4
TMEM262,NM_001282448.2
TMEM266,NM_152335.5
TMEM275,NM_001396071.1
TMEM31,NM_182541.2
TMEM37,NM_183240.3
TMEM38B,NM_018112.3
TMEM39B,NM_018056.4
TMEM40,NM_018306.4
TMEM41B,NM_015012.4
TMEM43,NM_024334.3
TMEM44,NM_001011655.3
TMEM45A,NM_018004.3
TMEM45B,NM_138788.5
TMEM53,NM_024587.4
TMEM61,NM_182532.3
TMEM62,NM_024956.4
TMEM63A,NM_014698.3
TMEM63B,NM_018426.3
TMEM63C,NM_020431.4
TMEM65,NM_194291.3
TMEM67,NM_153704.6
TMEM69,NM_016486.4
TMEM70,NM_017866.6
TMEM72,NM_001123376.3
TMEM74,NM_153015.3
TMEM79,NM_032323.3
TMEM80,NM_001042463.3
TMEM81,NM_203376.2
TMEM82,NM_001013641.3
TMEM86A,NM_153347.3
TMEM86B,NM_173804.5
TMEM87B,NM_032824.3
TMEM88B,NM_001146685.2
TMEM89,NM_001008269.3
TMEM8B,NM_001042590.4
TMEM92,NM_153229.3
TMEM94,NM_014738.6
TMEM97,NM_014573.3
TMEM98,NM_015544.3
TMF1,NM_007114.3
TMIE,NM_147196.3
TMIGD1,NM_206832.3
TMIGD2,NM_001169126.2
TMLHE,NM_018196.4
TMOD2,NM_014548.4
TMPO,NM_001032283.3
TMPPE,NM_001039770.3
TMPRSS11A,NM_001114387.2
TMPRSS11B,NM_182502.3
TMPRSS11D,NM_004262.3
TMPRSS11E,NM_014058.4
TMPRSS11F,NM_207407.2
TMPRSS12,NM_182559.3
TMPRSS13,NM_001077263.3
TMPRSS15,NM_002772.3
TMPRSS2,NM_005656.4
TMPRSS3,NM_001256317.3
TMPRSS4,NM_019894.4
TMPRSS5,NM_030770.4
TMPRSS6,NM_001374504.1
TMPRSS7,NM_001395507.1
TMPRSS9,NM_001395513.1
TMT1B,NM_152637.3
TMTC1,NM_001193451.2
TMTC2,NM_152588.3
TMTC3,NM_181783.4
TMTC4,NM_032813.5
TMUB1,NM_001136044.2
TMUB2,NM_001076674.3
TMX2,NM_015959.4
TMX3,NM_019022.5
TNC,NM_002160.4
TNFAIP2,NM_006291.4
TNFAIP3,NM_001270508.2
TNFAIP6,NM_007115.4
TNFAIP8L2,NM_024575.5
TNFAIP8L3,NM_207381.4
TNFRSF10A,NM_003844.4
TNFRSF10B,NM_003842.5
TNFRSF10C,NM_003841.5
TNFRSF10D,NM_003840.5
TNFRSF11A,NM_003839.4
TNFRSF11B,NM_002546.4
TNFRSF13B,NM_012452.3
TNFRSF13C,NM_052945.4
TNFRSF14,NM_003820.4
TNFRSF17,NM_001192.3
TNFRSF18,NM_004195.3
TNFRSF19,NM_148957.4
TNFRSF1A,NM_001065.4
TNFRSF1B,NM_001066.3
TNFRSF21,NM_014452.5
TNFRSF25,NM_003790.3
TNFRSF4,NM_003327.4
TNFRSF6B,NM_003823.4
TNFRSF8,NM_001243.5
TNFRSF9,NM_001561.6
TNFSF10,NM_003810.4
TNFSF11,NM_003701.4
TNFSF13,NM_003808.4
TNFSF13B,NM_006573.5
TNFSF14,NM_001376887.1
TNFSF15,NM_005118.4
TNFSF18,NM_005092.4
TNFSF4,NM_003326.5
TNFSF8,NM_001244.4
TNFSF9,NM_003811.4
TNIK,NM_015028.4
TNIP1,NM_006058.5
TNIP2,NM_024309.4
TNK1,NM_003985.6
TNK2,NM_001382273.1
TNKS1BP1,NM_033396.3
TNKS2,NM_025235.4
TNN,NM_022093.2
TNNC1,NM_003280.3
TNNI2,NM_003282.4
TNNI3,NM_000363.5
TNNI3K,NM_015978.3
TNNT1,NM_003283.6
TNNT2,NM_001276345.2
TNNT3,NM_006757.4
TNPO1,NM_002270.4
TNPO2,NM_001382241.1
TNPO3,NM_012470.4
TNR,NM_003285.3
TNRC18,NM_001080495.3
TNRC6A,NM_014494.4
TNRC6B,NM_001162501.2
TNRC6C,NM_001142640.2
TNS1,NM_001387777.1
TNS2,NM_170754.4
TNS3,NM_022748.12
TNS4,NM_032865.6
TNXB,NM_001365276.2
TOB2,NM_016272.4
TOE1,NM_025077.4
TOGARAM1,NM_001308120.2
TOGARAM2,NM_199280.4
TOLLIP,NM_019009.4
TOM1,NM_005488.3
TOM1L1,NM_005486.3
TOM1L2,NM_001082968.2
TOMM20L,NM_207377.3
TOMM40,NM_001128917.2
TOMM6,NM_001382294.1
TOMM70,NM_014820.5
TOMT,NM_001393500.2
TONSL,NM_013432.5
TOP1,NM_003286.4
TOP1MT,NM_052963.3
TOP2A,NM_001067.4
TOP2B,NM_001330700.2
TOP3A,NM_004618.5
TOP3B,NM_001282112.2
TOP6BL,NM_001302084.2
TOPAZ1,NM_001145030.2
TOPBP1,NM_007027.4
TOPORS,NM_005802.5
TOR1A,NM_000113.3
TOR1AIP1,NM_015602.4
TOR1AIP2,NM_001199260.2
TOR2A,NM_001085347.3
TOR3A,NM_022371.4
TOR4A,NM_017723.3
TOX,NM_014729.3
TOX2,NM_001098797.2
TOX3,NM_001080430.4
TOX4,NM_014828.4
TP53,NM_000546.6
TP53BP1,NM_001141980.3
TP53BP2,NM_001031685.3
TP53I13,NM_138349.4
TP53I3,NM_004881.5
TP53INP1,NM_033285.4
TP53RK,NM_033550.4
TP53TG5,NM_014477.3
TP63,NM_003722.5
TP73,NM_005427.4
TPBG,NM_001376922.1
TPBGL,NM_001195528.2
TPCN1,NM_017901.6
TPCN2,NM_139075.4
TPD52L2,NM_003288.4
TPD52L3,NM_001001874.3
TPGS1,NM_033513.3
TPH1,NM_004179.3
TPH2,NM_173353.4
TPK1,NM_022445.4
TPM1,NM_001018005.2
TPM2,NM_003289.4
TPM3,NM_152263.4
TPMT,NM_000367.5
TPO,NM_001206744.2
TPP1,NM_000391.4
TPP2,NM_001330588.2
TPPP,NM_007030.3
TPPP2,NM_173846.5
TPR,NM_003292.3
TPRG1,NM_198485.4
TPRG1L,NM_182752.4
TPRKB,NM_016058.5
TPRN,NM_001128228.3
TPRX1,NM_001397346.1
TPSAB1,NM_003294.4
TPSB2,NM_024164.6
TPSD1,NM_012217.3
TPSG1,NM_012467.4
TPT1,NM_003295.4
TPTE2,NM_001395978.1
TPX2,NM_012112.5
TRABD,NM_001320485.2
TRABD2A,NM_001277053.2
TRABD2B,NM_001194986.2
TRADD,NM_003789.4
TRAF1,NM_005658.5
TRAF2,NM_021138.4
TRAF3,NM_145725.3
TRAF3IP1,NM_015650.4
TRAF3IP2,NM_147686.4
TRAF3IP3,NM_025228.4
TRAF4,NM_004295.4
TRAF6,NM_004620.4
TRAF7,NM_032271.3
TRAFD1,NM_006700.3
TRAIP,NM_005879.3
TRAK1,NM_001042646.3
TRAK2,NM_015049.3
TRAM1,NM_014294.6
TRAM1L1,NM_152402.3
TRANK1,NM_001329998.2
TRAP1,NM_016292.3
TRAPPC10,NM_003274.5
TRAPPC11,NM_021942.6
TRAPPC12,NM_016030.6
TRAPPC14,NM_018275.5
TRAPPC2,NM_001011658.4
TRAPPC2L,NM_001318525.2
TRAPPC3L,NM_001139444.3
TRAPPC4,NM_016146.6
TRAPPC5,NM_001042462.2
TRAPPC6A,NM_001270891.2
TRAPPC6B,NM_001079537.2
TRAPPC8,NM_014939.5
TRAPPC9,NM_001160372.4
TRARG1,NM_172367.3
TRAT1,NM_016388.4
TRDMT1,NM_004412.7
TRDN,NM_006073.4
TREH,NM_007180.3
TREM1,NM_018643.5
TREM2,NM_018965.4
TREML2,NM_024807.4
TREML4,NM_198153.3
TRERF1,NM_001395490.1
TREX1,NM_033629.6
TREX2,NM_080701.4
TRH,NM_007117.5
TRHR,NM_003301.7
TRIB1,NM_025195.4
TRIB3,NM_021158.5
TRIL,NM_014817.4
TRIM10,NM_006778.4
TRIM13,NM_213590.3
TRIM14,NM_014788.4
TRIM15,NM_033229.3
TRIM16,NM_001348119.1
TRIM17,NM_016102.4
TRIM2,NM_015271.5
TRIM21,NM_003141.4
TRIM22,NM_006074.5
TRIM24,NM_015905.3
TRIM25,NM_005082.5
TRIM26,NM_003449.5
TRIM28,NM_005762.3
TRIM31,NM_007028.5
TRIM32,NM_012210.4
TRIM33,NM_015906.4
TRIM36,NM_001300759.2
TRIM37,NM_015294.6
TRIM39,NM_001369521.2
TRIM4,NM_033091.3
TRIM40,NM_001286633.2
TRIM41,NM_033549.5
TRIM42,NM_152616.5
TRIM43,NM_138800.3
TRIM43B,NM_001164464.2
TRIM44,NM_017583.6
TRIM45,NM_025188.4
TRIM46,NM_025058.5
TRIM47,NM_033452.3
TRIM49,NM_020358.2
TRIM49B,NM_001206626.2
TRIM49C,NM_001195234.1
TRIM49D1,NM_001384911.1
TRIM49D2,NM_001105522.1
TRIM5,NM_033034.3
TRIM50,NM_178125.3
TRIM51,NM_032681.4
TRIM52,NM_001346048.2
TRIM54,NM_187841.3
TRIM55,NM_184085.2
TRIM56,NM_030961.3
TRIM58,NM_015431.4
TRIM59,NM_173084.3
TRIM6,NM_001003818.3
TRIM62,NM_018207.3
TRIM63,NM_032588.4
TRIM64,NM_001136486.2
TRIM64B,NM_001164397.3
TRIM64C,NM_001206631.1
TRIM65,NM_173547.4
TRIM66,NM_001388022.1
TRIM68,NM_018073.8
TRIM69,NM_182985.5
TRIM71,NM_001039111.3
TRIM72,NM_001008274.4
TRIM73,NM_198924.4
TRIM77,NM_001146162.1
TRIM8,NM_030912.3
TRIML1,NM_178556.5
TRIML2,NM_173553.4
TRIO,NM_007118.4
TRIOBP,NM_001039141.3
TRIP10,NM_001288962.2
TRIP11,NM_004239.4
TRIP12,NM_001348323.3
TRIP13,NM_004237.4
TRIP4,NM_016213.5
TRIP6,NM_003302.3
TRIT1,NM_017646.6
TRMO,NM_016481.5
TRMT1,NM_001136035.4
TRMT10A,NM_001134665.3
TRMT10B,NM_144964.4
TRMT10C,NM_017819.4
TRMT11,NM_001031712.3
TRMT12,NM_017956.4
TRMT13,NM_019083.3
TRMT1L,NM_030934.5
TRMT2A,NM_022727.6
TRMT2B,NM_024917.6
TRMT44,NM_152544.3
TRMT5,NM_020810.3
TRMT6,NM_015939.5
TRMT9B,NM_020844.3
TRMU,NM_018006.5
TRNP1,NM_001013642.3
TRNT1,NM_182916.3
TRO,NM_001039705.3
TROAP,NM_005480.4
TRPA1,NM_007332.3
TRPC3,NM_001130698.2
TRPC5,NM_012471.3
TRPC5OS,NM_001195578.2
TRPC6,NM_004621.6
TRPM1,NM_001252024.2
TRPM2,NM_003307.4
TRPM3,NM_001366145.2
TRPM4,NM_017636.4
TRPM5,NM_014555.4
TRPM6,NM_017662.5
TRPM7,NM_017672.6
TRPM8,NM_024080.5
TRPS1,NM_014112.5
TRPT1,NM_001033678.4
TRPV1,NM_080704.4
TRPV2,NM_016113.5
TRPV3,NM_145068.4
TRPV4,NM_021625.5
TRPV5,NM_019841.7
TRPV6,NM_018646.6
TRRAP,NM_001375524.1
TRUB1,NM_139169.5
TRUB2,NM_015679.3
TSACC,NM_001304817.2
TSC1,NM_000368.5
TSC2,NM_000548.5
TSC22D1,NM_183422.4
TSC22D2,NM_001303264.2
TSC22D4,NM_030935.5
TSEN15,NM_052965.4
TSEN2,NM_025265.4
TSEN34,NM_001077446.4
TSEN54,NM_207346.3
TSFM,NM_005726.6
TSGA10IP,NM_152762.3
TSGA13,NM_052933.4
TSHB,NM_000549.5
TSHR,NM_000369.5
TSHZ1,NM_001308210.2
TSHZ2,NM_173485.6
TSHZ3,NM_020856.4
TSKS,NM_021733.2
TSKU,NM_015516.4
TSNARE1,NM_145003.5
TSNAX,NM_005999.3
TSNAXIP1,NM_001288990.3
TSPAN1,NM_005727.4
TSPAN10,NM_001290212.2
TSPAN11,NM_001370302.1
TSPAN12,NM_012338.4
TSPAN14,NM_030927.4
TSPAN16,NM_001282509.2
TSPAN18,NM_130783.5
TSPAN19,NM_001100917.2
TSPAN2,NM_005725.6
TSPAN32,NM_139022.3
TSPAN6,NM_003270.4
TSPAN7,NM_004615.4
TSPAN8,NM_004616.3
TSPAN9,NM_006675.5
TSPEAR,NM_144991.3
TSPO,NM_000714.6
TSPO2,NM_001010873.3
TSPOAP1,NM_004758.4
TSPYL1,NM_003309.4
TSPYL2,NM_022117.4
TSPYL4,NM_021648.5
TSPYL5,NM_033512.3
TSPYL6,NM_001003937.3
TSR1,NM_018128.5
TSR2,NM_058163.3
TSR3,NM_001001410.3
TSSC4,NM_005706.4
TSSK2,NM_053006.5
TSTD2,NM_139246.5
TTBK1,NM_032538.3
TTBK2,NM_173500.4
TTC1,NM_003314.3
TTC12,NM_017868.4
TTC14,NM_133462.4
TTC16,NM_144965.3
TTC17,NM_018259.6
TTC19,NM_017775.4
TTC21A,NM_001366900.1
TTC21B,NM_024753.5
TTC22,NM_001114108.2
TTC23L,NM_144725.4
TTC24,NM_001105669.4
TTC27,NM_017735.5
TTC28,NM_001145418.2
TTC29,NM_031956.4
TTC3,NM_001330683.2
TTC31,NM_022492.6
TTC34,NM_001242672.3
TTC38,NM_017931.4
TTC39A,NM_001297663.2
TTC39B,NM_152574.3
TTC5,NM_138376.3
TTC6,NM_001310135.5
TTC7A,NM_020458.4
TTC7B,NM_001010854.2
TTC8,NM_144596.4
TTC9,NM_015351.2
TTF1,NM_007344.4
TTF2,NM_003594.4
TTI1,NM_001303457.2
TTI2,NM_001102401.4
TTK,NM_003318.5
TTL,NM_153712.5
TTLL1,NM_012263.5
TTLL10,NM_001130045.2
TTLL11,NM_001139442.2
TTLL12,NM_015140.4
TTLL2,NM_031949.5
TTLL3,NM_001387446.1
TTLL4,NM_014640.5
TTLL5,NM_015072.5
TTLL6,NM_001130918.3
TTLL7,NM_024686.6
TTPA,NM_000370.3
TTR,NM_000371.4
TTYH1,NM_020659.4
TTYH2,NM_032646.6
TTYH3,NM_025250.3
TUB,NM_177972.3
TUBA1A,NM_006009.4
TUBA1C,NM_032704.5
TUBA3D,NM_080386.4
TUBA3E,NM_207312.3
TUBA4A,NM_006000.3
TUBA8,NM_018943.3
TUBAL3,NM_024803.3
TUBB,NM_178014.4
TUBB1,NM_030773.4
TUBB2A,NM_001069.3
TUBB2B,NM_178012.5
TUBB3,NM_006086.4
TUBB4A,NM_006087.4
TUBB4B,NM_006088.6
TUBB6,NM_032525.3
TUBB8,NM_177987.3
TUBD1,NM_016261.4
TUBG1,NM_001070.5
TUBG2,NM_016437.3
TUBGCP2,NM_006659.4
TUBGCP3,NM_006322.6
TUBGCP4,NM_014444.5
TUBGCP5,NM_052903.6
TUBGCP6,NM_020461.4
TUFM,NM_003321.5
TUFT1,NM_020127.3
TULP1,NM_003322.6
TULP2,NM_003323.3
TULP3,NM_003324.5
TULP4,NM_020245.5
TUSC1,NM_001004125.3
TUSC3,NM_006765.4
TUT1,NM_022830.3
TUT4,NM_001009881.3
TUT7,NM_024617.4
TVP23A,NM_001079512.4
TWIST1,NM_000474.4
TWIST2,NM_001271893.4
TWNK,NM_021830.5
TXK,NM_003328.3
TXLNA,NM_175852.4
TXLNB,NM_153235.4
TXLNG,NM_018360.3
TXN,NM_003329.4
TXNDC11,NM_015914.7
TXNDC15,NM_024715.4
TXNDC16,NM_020784.3
TXNDC17,NM_032731.4
TXNDC2,NM_032243.6
TXNDC5,NM_030810.5
TXNDC9,NM_005783.4
TXNIP,NM_006472.6
TXNRD1,NM_001093771.3
TXNRD2,NM_006440.5
TXNRD3,NM_052883.3
TYK2,NM_003331.5
TYMP,NM_001953.5
TYMS,NM_001071.4
TYR,NM_000372.5
TYRO3,NM_006293.4
TYROBP,NM_003332.4
TYRP1,NM_000550.3
TYSND1,NM_173555.4
TYW1,NM_018264.4
TYW1B,NM_001145440.3
U2AF1,NM_006758.3
U2AF1L4,NM_001040425.3
U2AF2,NM_007279.3
UACA,NM_018003.4
UAP1,NM_001324116.5
UAP1L1,NM_207309.3
UBA1,NM_003334.4
UBA2,NM_005499.3
UBA5,NM_024818.6
UBA6,NM_018227.6
UBA7,NM_003335.3
UBAC1,NM_016172.3
UBAC2,NM_001144072.2
UBALD2,NM_182565.4
UBAP1,NM_016525.5
UBAP1L,NM_001163692.2
UBAP2,NM_001370062.2
UBAP2L,NM_014847.4
UBASH3A,NM_018961.4
UBASH3B,NM_032873.5
UBD,NM_006398.4
UBE2A,NM_003336.4
UBE2K,NM_005339.5
UBE2L6,NM_004223.5
UBE2NL,NM_001012989.3
UBE2S,NM_014501.3
UBE2T,NM_014176.4
UBE2U,NM_001366232.2
UBE3A,NM_130839.5
UBE3B,NM_130466.4
UBE3C,NM_014671.3
UBE3D,NM_198920.3
UBE4A,NM_001204077.2
UBE4B,NM_001105562.3
UBFD1,NM_019116.1
UBIAD1,NM_013319.3
UBL4B,NM_203412.2
UBL7,NM_032907.5
UBN1,NM_001079514.3
UBN2,NM_173569.4
UBOX5,NM_014948.4
UBP1,NM_014517.5
UBQLN1,NM_013438.5
UBQLN2,NM_013444.4
UBQLN3,NM_017481.4
UBQLN4,NM_020131.5
UBQLNL,NM_145053.5
UBR1,NM_174916.3
UBR2,NM_001363705.2
UBR3,NM_172070.4
UBR4,NM_020765.3
UBR5,NM_015902.6
UBR7,NM_175748.4
UBTF,NM_014233.4
UBTFL1,NM_001143975.1
UBXN1,NM_001286077.2
UBXN10,NM_152376.5
UBXN11,NM_001389556.1
UBXN2A,NM_181713.4
UBXN2B,NM_001077619.2
UBXN4,NM_014607.4
UBXN8,NM_005671.4
UCHL1,NM_004181.5
UCKL1,NM_017859.4
UCMA,NM_145314.3
UCN,NM_003353.4
UCN3,NM_053049.4
UCP1,NM_021833.5
UCP2,NM_003355.3
UCP3,NM_003356.4
UEVLD,NM_001040697.4
UFC1,NM_016406.4
UFL1,NM_015323.5
UFM1,NM_016617.4
UFSP1,NM_001015072.4
UFSP2,NM_018359.5
UGDH,NM_003359.4
UGGT1,NM_020120.4
UGGT2,NM_020121.4
UGP2,NM_006759.4
UGT1A1,NM_000463.3
UGT1A10,NM_019075.4
UGT1A3,NM_019093.4
UGT1A4,NM_007120.3
UGT1A5,NM_019078.2
UGT1A7,NM_019077.3
UGT1A8,NM_019076.5
UGT1A9,NM_021027.3
UGT2A1,NM_001252275.3
UGT2A3,NM_024743.4
UGT2B10,NM_001075.6
UGT2B11,NM_001073.3
UGT2B15,NM_001076.4
UGT2B17,NM_001077.4
UGT2B28,NM_053039.2
UGT2B4,NM_021139.3
UGT2B7,NM_001074.4
UGT3A1,NM_152404.4
UGT3A2,NM_174914.4
UGT8,NM_001128174.3
UHMK1,NM_175866.5
UIMC1,NM_001199298.2
ULBP1,NM_025218.4
ULBP2,NM_025217.4
ULBP3,NM_024518.3
ULK1,NM_003565.4
ULK2,NM_014683.4
ULK3,NM_001099436.4
ULK4,NM_017886.4
UMOD,NM_003361.4
UMODL1,NM_001004416.3
UMPS,NM_000373.4
UNC13A,NM_001080421.3
UNC13B,NM_001371189.2
UNC13C,NM_001080534.3
UNC13D,NM_199242.3
UNC45A,NM_018671.5
UNC45B,NM_001267052.2
UNC50,NM_014044.7
UNC5A,NM_133369.3
UNC5B,NM_170744.5
UNC5C,NM_003728.4
UNC5CL,NM_173561.3
UNC5D,NM_080872.4
UNC79,NM_001395159.1
UNC80,NM_001371986.1
UNC93A,NM_018974.4
UNC93B1,NM_030930.4
UNCX,NM_001080461.3
UNG,NM_080911.3
UNK,NM_001080419.3
UNKL,NM_001372107.1
UPB1,NM_016327.3
UPF1,NM_002911.4
UPF2,NM_015542.4
UPF3A,NM_023011.4
UPF3B,NM_080632.3
UPK2,NM_006760.4
UPK3A,NM_006953.4
UPK3B,NM_001347684.2
UPK3BL1,NM_001114403.3
UPP2,NM_173355.4
UPRT,NM_145052.4
UQCC1,NM_018244.5
UQCC2,NM_032340.4
UQCC3,NM_001085372.3
UQCR11,NM_006830.4
UQCRB,NM_006294.5
UQCRC1,NM_003365.3
UQCRC2,NM_003366.4
UQCRFS1,NM_006003.3
UQCRHL,NM_001089591.2
UQCRQ,NM_014402.5
URB1,NM_014825.3
URB2,NM_014777.4
URGCP,NM_001077663.3
UROC1,NM_144639.3
UROD,NM_000374.5
UROS,NM_000375.3
USB1,NM_024598.4
USF3,NM_001009899.4
USH1C,NM_153676.4
USH1G,NM_173477.5
USH2A,NM_206933.4
USHBP1,NM_031941.4
USO1,NM_003715.4
USP1,NM_003368.5
USP10,NM_005153.3
USP11,NM_001371072.1
USP16,NM_006447.3
USP17L1,NM_001256873.1
USP17L19,NM_001256860.1
USP17L2,NM_201402.3
USP17L27,NM_001242330.1
USP17L4,NM_001256874.1
USP17L7,NM_001256869.2
USP18,NM_017414.4
USP19,NM_001199161.2
USP2,NM_004205.5
USP20,NM_001110303.4
USP22,NM_015276.2
USP24,NM_015306.3
USP26,NM_031907.3
USP27X,NM_001145073.3
USP28,NM_001346252.4
USP29,NM_020903.3
USP3,NM_006537.4
USP30,NM_032663.5
USP31,NM_020718.4
USP32,NM_032582.4
USP34,NM_014709.4
USP35,NM_020798.4
USP36,NM_001385174.1
USP37,NM_020935.3
USP38,NM_032557.6
USP39,NM_006590.4
USP4,NM_003363.4
USP40,NM_001365479.2
USP42,NM_032172.3
USP43,NM_153210.5
USP44,NM_032147.5
USP45,NM_001346022.3
USP47,NM_001282659.2
USP48,NM_032236.8
USP49,NM_001286554.2
USP5,NM_001098536.2
USP50,NM_203494.5
USP53,NM_001371395.1
USP54,NM_001391956.1
USP6,NM_001304284.2
USP6NL,NM_014688.5
USP7,NM_003470.3
USP8,NM_005154.5
USP9X,NM_001039591.3
USP9Y,NM_004654.4
USPL1,NM_005800.5
UST,NM_005715.3
UTF1,NM_003577.3
UTP14A,NM_006649.4
UTP14C,NM_021645.6
UTP18,NM_016001.3
UTP20,NM_014503.3
UTP23,NM_032334.3
UTP3,NM_020368.3
UTP4,NM_032830.3
UTP6,NM_018428.3
UTRN,NM_007124.3
UTS2,NM_006786.4
UTS2B,NM_198152.5
UTS2R,NM_018949.3
UTY,NM_001258249.2
UVRAG,NM_003369.4
UVSSA,NM_020894.4
VAC14,NM_018052.5
VAMP1,NM_014231.5
VAMP2,NM_014232.3
VAMP5,NM_006634.3
VAMP7,NM_005638.6
VANGL1,NM_138959.3
VANGL2,NM_020335.3
VAPB,NM_004738.5
VARS1,NM_006295.3
VARS2,NM_020442.6
VASH2,NM_001301056.2
VASN,NM_138440.3
VASP,NM_003370.4
VAT1,NM_006373.4
VAV1,NM_005428.4
VAV3,NM_006113.5
VAX1,NM_001112704.2
VAX2,NM_012476.3
VCAM1,NM_001078.4
VCAN,NM_004385.5
VCL,NM_014000.3
VCP,NM_007126.5
VCPIP1,NM_025054.5
VCX,NM_001393662.1
VCX2,NM_016378.3
VCX3A,NM_016379.4
VCX3B,NM_001001888.4
VDR,NM_000376.3
VEGFA,NM_003376.6
VEGFB,NM_003377.5
VEGFC,NM_005429.5
VENTX,NM_014468.4
VEPH1,NM_001167912.2
VGF,NM_003378.4
VGLL1,NM_016267.4
VGLL2,NM_182645.3
VGLL3,NM_016206.4
VGLL4,NM_001128219.3
VHL,NM_000551.4
VIL1,NM_007127.3
VILL,NM_015873.4
VIM,NM_003380.5
VIPAS39,NM_001193315.2
VIPR1,NM_004624.4
VIPR2,NM_003382.5
VIRMA,NM_015496.5
VIT,NM_053276.4
VKORC1,NM_024006.6
VLDLR,NM_003383.5
VMA21,NM_001363810.1
VMAC,NM_001017921.4
VMO1,NM_182566.3
VMP1,NM_030938.5
VN1R2,NM_173856.2
VN1R4,NM_173857.3
VNN1,NM_004666.3
VNN2,NM_004665.6
VNN3,NM_001368149.1
VOPP1,NM_030796.5
VPREB1,NM_007128.4
VPREB3,NM_013378.3
VPS11,NM_021729.6
VPS13A,NM_033305.3
VPS13B,NM_152564.5
VPS13C,NM_020821.3
VPS13D,NM_015378.4
VPS16,NM_022575.4
VPS18,NM_020857.3
VPS25,NM_032353.4
VPS26C,NM_006052.2
VPS28,NM_016208.4
VPS33A,NM_022916.6
VPS33B,NM_018668.5
VPS35,NM_018206.6
VPS35L,NM_020314.7
VPS36,NM_016075.4
VPS37A,NM_152415.3
VPS37C,NM_017966.5
VPS41,NM_014396.4
VPS45,NM_007259.5
VPS4A,NM_013245.3
VPS50,NM_017667.4
VPS51,NM_013265.4
VPS53,NM_001128159.3
VPS54,NM_016516.3
VPS8,NM_001009921.3
VPS9D1,NM_004913.3
VRK1,NM_003384.3
VRK2,NM_006296.7
VRK3,NM_016440.4
VRTN,NM_018228.3
VSIG1,NM_182607.5
VSIG10,NM_019086.6
VSIG10L,NM_001163922.3
VSIG2,NM_014312.5
VSIG4,NM_007268.3
VSIG8,NM_001013661.1
VSIR,NM_022153.2
VSTM1,NM_198481.4
VSTM2B,NM_001146339.2
VSTM4,NM_001031746.5
VSTM5,NM_001144871.2
VSX1,NM_014588.6
VSX2,NM_182894.3
VTA1,NM_016485.5
VTN,NM_000638.4
VWA1,NM_022834.5
VWA2,NM_001272046.2
VWA3A,NM_173615.5
VWA3B,NM_144992.5
VWA5A,NM_001130142.2
VWA5B1,NM_001039500.3
VWA5B2,NM_001390846.1
VWA7,NM_025258.3
VWA8,NM_015058.2
VWCE,NM_152718.2
VWDE,NM_001135924.3
VWF,NM_000552.5
WAC,NM_016628.5
WARS1,NM_004184.4
WARS2,NM_015836.4
WAS,NM_000377.3
WASF1,NM_003931.3
WASF2,NM_006990.5
WASF3,NM_006646.6
WASHC1,NM_001378090.1
WASHC2A,NM_001005751.3
WASHC2C,NM_001330074.2
WASHC4,NM_015275.3
WASHC5,NM_014846.4
WASL,NM_003941.4
WBP11,NM_016312.3
WBP2,NM_012478.4
WBP2NL,NM_152613.3
WBP4,NM_007187.5
WDFY3,NM_014991.6
WDFY4,NM_001394531.1
WDHD1,NM_007086.4
WDPCP,NM_015910.7
WDR1,NM_017491.5
WDR11,NM_018117.12
WDR12,NM_018256.4
WDR13,NM_001347217.2
WDR17,NM_181265.4
WDR19,NM_025132.4
WDR24,NM_032259.4
WDR25,NM_001161476.3
WDR26,NM_001379403.1
WDR27,NM_182552.5
WDR3,NM_006784.3
WDR31,NM_001012361.4
WDR33,NM_018383.5
WDR35,NM_020779.4
WDR36,NM_139281.3
WDR37,NM_014023.4
WDR38,NM_001045476.3
WDR4,NM_018669.6
WDR41,NM_018268.4
WDR44,NM_019045.5
WDR45,NM_001029896.2
WDR45B,NM_019613.4
WDR47,NM_001142551.2
WDR48,NM_020839.4
WDR49,NM_001366157.1
WDR5,NM_017588.3
WDR53,NM_182627.3
WDR54,NM_032118.4
WDR55,NM_017706.5
WDR59,NM_030581.4
WDR5B,NM_019069.4
WDR6,NM_018031.6
WDR62,NM_001083961.2
WDR64,NM_001367482.1
WDR7,NM_015285.3
WDR70,NM_018034.4
WDR72,NM_182758.4
WDR73,NM_032856.5
WDR74,NM_001369450.1
WDR76,NM_024908.4
WDR77,NM_024102.4
WDR81,NM_001163809.2
WDR83,NM_001099737.3
WDR83OS,NM_016145.4
WDR87,NM_001291088.2
WDR90,NM_145294.5
WDR91,NM_014149.4
WDR93,NM_020212.2
WDR97,NM_001316309.2
WDSUB1,NM_001128212.3
WEE1,NM_003390.4
WEE2,NM_001105558.1
WFDC1,NM_021197.4
WFDC10A,NM_080753.3
WFDC11,NM_147197.2
WFDC6,NM_080827.2
WFDC8,NM_130896.3
WFDC9,NM_147198.4
WFIKKN1,NM_053284.3
WFIKKN2,NM_175575.6
WFS1,NM_006005.3
WHAMM,NM_001080435.3
WHRN,NM_015404.4
WIF1,NM_007191.5
WIPF1,NM_001375834.1
WIPF3,NM_001080529.3
WIPI1,NM_017983.7
WIPI2,NM_015610.4
WIZ,NM_001371589.1
WLS,NM_024911.7
